,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,Suggestion_qty,Stock_new
0,65550,樱桃小番茄,392,292,100,0,263,363
1,07540,优选泰国桂圆,263,142,121,0,104,225
2,07310,金火龙果,605,589,16,0,1108,1124
3,11620,带叶鲜橙（小）,301,112,189,0,42,231
4,11600,满山红富士（大）,254,100,154,0,0,154
5,16010,春蕉,1265,1386,-121,-121,1577,1456
6,16040,进口蕉,688,377,311,0,441,752
7,07350,泰国椰青,326,166,160,0,122,282
8,13160,南水梨,250,78,172,0,25,197
9,06390,金边香芒,187,152,35,0,200,235
10,05200,沙洲绿宝瓜,2557,1189,1368,0,390,1758
11,01310,克伦森无籽红提,391,252,139,0,193,332
12,08890,金香露蜜桔,182,105,77,0,92,169
13,05020,鲜丰玉麒麟,274,257,17,0,240,257
14,07640,智利车厘子J,225,109,116,0,142,258
15,06850,百香果（盒）,31,29,2,0,27,29
16,65770,冰糖橙,91,36,55,0,51,106
17,07600,菲律宾凤梨,120,80,40,0,89,129
18,12190,龙珠果,17,13,4,0,12,16
19,01270,冰糖木瓜,6,6,0,0,8,8
20,07340,火参果,6,4,2,0,5,7
21,07300,蜜宝红心火龙果,69,53,16,0,58,74
22,11650,优选香梨,54,67,-13,-13,95,82
23,07950,金尧榴莲,295,202,93,0,222,315
24,11710,甄选蓝莓,82,75,7,0,119,126
25,12130,原种红玉木瓜,67,30,37,0,31,68
26,07220,台湾释迦,19,50,-31,-31,81,50
27,12240,珍珠牛奶枣,187,111,76,0,109,185
